seconds,data
97.912,-61.688232421875
97.994,-62.0343017578125
98.119,-61.820068359375
98.163,-64.9072265625
98.299,-64.7479248046875
98.386,-62.677001953125
98.504,-63.7481689453125
98.591,-61.600341796875
98.723,-61.9793701171875
98.772,-58.9361572265625
98.887,-60.2545166015625
98.978,-62.5286865234375
99.104,-63.292236328125
99.188,-63.885498046875
99.315,-63.544921875
99.403,-61.875
99.531,-63.1494140625
99.576,-64.9017333984375
99.703,-63.7152099609375
99.799,-62.73193359375
99.902,-62.81982421875
100.001,-63.511962890625
100.129,-61.8695068359375
100.18,-61.7266845703125
100.302,-63.4625244140625
100.392,-61.1883544921875
100.506,-61.0345458984375
100.599,-59.7711181640625
100.727,-62.1826171875
100.811,-61.7376708984375
100.931,-62.64404296875
100.99,-62.6715087890625
101.11,-63.8909912109375
101.197,-63.80859375
101.321,-63.511962890625
101.414,-61.6717529296875
101.533,-63.78662109375
101.601,-62.7099609375
101.71,-63.3856201171875
101.796,-62.633056640625
101.913,-63.599853515625
102.002,-63.6822509765625
102.136,-64.105224609375
102.198,-64.8577880859375
102.342,-64.9786376953125
102.412,-64.4073486328125
102.518,-65.23681640625
102.617,-62.7154541015625
102.723,-61.951904296875
102.821,-63.2867431640625
102.934,-61.5234375
103.0,-63.489990234375
103.128,-62.77587890625
103.215,-63.160400390625
103.337,-63.1549072265625
103.427,-62.841796875
103.546,-63.6492919921875
103.605,-61.6937255859375
103.759,-63.0450439453125
103.812,-64.9566650390625
103.938,-62.7044677734375
104.025,-61.556396484375
104.146,-63.9459228515625
104.234,-62.9571533203125
104.353,-64.8193359375
104.41,-64.852294921875
104.54,-64.8138427734375
104.625,-63.028564453125
104.743,-64.2315673828125
104.843,-64.9951171875
104.954,-64.75341796875
105.009,-65.0006103515625
105.155,-63.248291015625
105.222,-62.4847412109375
105.344,-64.7589111328125
105.44,-65.137939453125
105.56,-64.7259521484375
105.649,-62.6605224609375
105.767,-63.1219482421875
105.823,-63.2208251953125
105.944,-64.1546630859375
106.033,-65.63232421875
106.143,-66.5496826171875
106.247,-64.610595703125
106.367,-63.1439208984375
106.423,-64.22607421875
106.579,-65.357666015625
106.628,-64.7149658203125
106.752,-62.6055908203125
106.831,-63.6492919921875
106.966,-63.5943603515625
107.049,-62.4298095703125
107.177,-62.303466796875
107.227,-63.7921142578125
107.362,-63.7646484375
107.448,-63.8800048828125
107.565,-62.8363037109375
107.657,-63.929443359375
107.773,-64.9676513671875
107.832,-65.5938720703125
107.985,-65.5499267578125
